amc,Sigla,1991,2000,2010,Amazon
10269,BA,24534,30644,28899,0
10270,BA,20491,20462,21449,0
10271,BA,25954,26365,27274,0
10272,BA,12290,11213,12530,0
10273,BA,9315,11800,12371,0
10274,BA,13815,15366,16713,0
10275,BA,10445,7536,7602,0
10276,BA,10502,7166,6648,0
10277,BA,6636,6592,7435,0
10278,BA,10318,8636,8034,0
10279,BA,24674,24405,24136,0
10280,BA,25570,32076,38556,0
10281,BA,10184,8502,10673,0
10282,BA,11080,13599,15051,0
10283,BA,21462,23909,24943,0
10284,BA,21105,21670,21831,0
10285,BA,7043,7525,8298,0
10286,BA,12235,15356,16425,0
10287,BA,20477,20099,20775,0
10288,BA,7142,7518,8410,0
10289,BA,22577,18921,21001,0
10290,BA,24181,27679,29504,0
10291,BA,26027,26591,27778,0
10292,BA,16179,13048,10852,0
10293,BA,86619,96499,108396,0
10294,BA,17048,13531,13752,0
10295,BA,6813,6764,6876,0
10296,BA,14801,16953,16995,0
10297,BA,18308,18977,17982,0
10298,BA,31949,30713,32860,0
10299,BA,16575,15494,15628,0
10300,BA,24047,20869,20121,0
10301,BA,10405,10927,10342,0
10302,BA,13759,10425,9799,0
10303,BA,10416,16128,12783,0
10304,BA,24176,19037,22399,0
10305,BA,10332,7963,8822,0
10306,BA,23526,21707,24481,0
10307,BA,37834,44213,44701,0
10308,BA,22485,26203,33066,0
10309,BA,17171,17187,15742,0
10310,BA,34661,95721,126929,0
10311,BA,10389,14579,9810,0
10312,BA,22632,26498,27627,0
10313,BA,13833,13730,13750,0
10314,BA,14125,17045,13652,0
10315,BA,18535,19404,23846,0
10316,BA,23162,24613,24602,0
10317,BA,23958,26376,27228,0
10318,BA,13927,9466,9554,0
10319,BA,22572,22600,22874,0
10320,BA,34381,36257,38957,0
10321,BA,11300,10891,12055,0
10322,BA,20282,21917,21937,0
10323,BA,37610,31633,33172,0
10324,BA,27259,28643,30646,0
10325,BA,13942,13903,14276,0
10326,BA,42509,46270,47518,0
10327,BA,10930,15303,8602,0
10328,BA,14068,13935,13007,0
10329,BA,13322,14637,14815,0
10330,BA,12101,12010,11918,0
10331,BA,27783,33260,37164,0
10332,BA,4298,6260,7775,0
10333,BA,30052,29026,29887,0
10334,BA,8891,10377,13456,0
10335,BA,2075273,2443107,2675656,0
10336,BA,16768,17933,19064,0
10337,BA,13290,16903,15060,0
10338,BA,6535,23888,26264,0
10339,BA,6653,7025,6673,0
10340,BA,10048,11027,10363,0
10341,BA,30634,30955,33838,0
10342,BA,16319,15503,13344,0
10343,BA,41528,41261,40309,0
10344,BA,24669,24139,24750,0
10345,BA,9330,8644,8776,0
10346,BA,23240,24026,26250,0
10347,BA,8860,8696,9648,0
10348,BA,54160,58414,57800,0
10349,BA,64331,77368,90985,0
10350,BA,37007,41145,47880,0
10351,BA,18977,19006,27659,0
10352,BA,10276,8526,9226,0
10353,BA,12182,13699,14098,0
10354,BA,11916,11758,13048,0
10355,BA,20107,20228,20305,0
10356,BA,20238,26282,33183,0
10357,BA,17884,18412,18427,0
10358,BA,24288,27000,33283,0
10359,BA,8768,6210,5715,0
10360,BA,14100,9233,10180,0
10361,BA,9311,10020,10414,0
10362,BA,36825,39960,42153,0
10363,BA,15192,16450,16585,0
10364,BA,13679,17251,18964,0
10365,BA,8016,10193,11201,0
10366,BA,11389,11488,11845,0
10367,BA,37859,39422,41798,0
10368,BA,9090,9283,10371,0
10369,BA,83421,67723,74419,0
10370,BA,33164,32600,31638,0
10371,BA,28387,32461,37425,0
10372,BA,17473,18015,18112,0
10373,BA,17656,17726,15401,0
10374,BA,11812,12616,12344,0
10375,BA,72526,94066,118047,0
10376,BA,8699,11752,12050,0
10377,BA,12050,17031,12592,0
10378,BA,21208,21325,22000,0
10379,BA,18356,14795,15899,0
10380,BA,11281,12619,11431,0
10381,BA,18310,20044,20013,0
10382,BA,12661,15771,16128,0
10383,BA,10280,7460,8008,0
10384,BA,17046,15933,18748,0
10385,BA,13691,17061,16516,0
10386,BA,85547,107486,138341,0
10387,BA,9601,8884,7895,0
10388,BA,21570,20432,21482,0
10389,BA,12433,12572,14836,0
10390,BA,12238,12875,12803,0
10391,BA,20867,21200,17029,0
10392,BA,46618,50948,52418,0
10393,BA,24343,25993,24294,0
10394,BA,20809,20595,19750,0
10395,BA,21062,23854,20691,0
10396,BA,25900,21803,25004,0
10397,BA,13616,13614,13625,0
10398,BA,11540,14140,17000,0
10399,BA,23757,31261,24110,0
10400,BA,15974,16076,16466,0
10401,BA,30763,20323,19837,0
10402,BA,17048,16889,18173,0
10403,BA,66931,77509,88673,0
10404,BA,17830,19145,24560,0
10405,BA,13448,13633,13786,0
10406,BA,9633,7515,8661,0
10407,BA,17144,14154,13073,0
10408,BA,8662,8673,9109,0
10409,BA,22136,29750,37567,0
10410,BA,8914,7450,6800,0
10411,BA,225091,262494,306866,0
10412,BA,7834,8976,8983,0
10413,BA,13637,13649,12485,0
10414,BA,17254,23926,22189,0
10415,BA,40373,44718,45536,0
11001,MG,6492,6446,6704,0
11002,MG,20689,22360,22690,0
11003,MG,18961,19585,19984,0
11004,MG,3589,3889,3920,0
11005,MG,24849,24535,23653,0
11006,MG,15769,17795,15195,0
11007,MG,1808,2092,2025,0
11008,MG,3197,3562,4054,0
11009,MG,22156,23143,24526,0
11010,MG,19185,22666,25519,0
11011,MG,26440,25105,24959,0
11012,MG,6616,6469,6162,0
11013,MG,2756,2800,2709,0
11014,MG,2486,2841,2913,0
11015,MG,30932,33610,34349,0
11016,MG,52700,66957,73774,0
11017,MG,9380,9658,10786,0
11018,MG,45416,48950,55623,0
11019,MG,6752,6966,7172,0
11020,MG,19919,23084,25266,0
11021,MG,11615,12976,13717,0
11022,MG,7923,9673,10506,0
11023,MG,14160,13858,12159,0
11024,MG,6004,5212,4444,0
11025,MG,15324,15588,15261,0
11026,MG,3893,3527,3546,0
11027,MG,6232,5477,5053,0
11028,MG,28377,32968,37270,0
11029,MG,8774,8523,8959,0
11030,MG,12497,12310,12173,0
11031,MG,30338,38699,42806,0
11032,MG,9812,10870,11114,0
11033,MG,9772,10044,9565,0
11034,MG,2255,1794,1671,0
11035,MG,1978,2145,2243,0
11036,MG,2400,2086,2058,0
11037,MG,33826,35713,36013,0
11038,MG,91283,101974,109801,0
11039,MG,2638,2906,2823,0
11040,MG,7874,7916,8152,0
11041,MG,26527,28426,30332,0
11042,MG,3113,2744,2775,0
11043,MG,5507,6217,7883,0
11044,MG,69911,78997,93672,0
11045,MG,7259,8035,9509,0
11046,MG,27418,32687,36597,0
11047,MG,10817,12228,13731,0
11048,MG,3091,3173,2901,0
11049,MG,32506,33655,36945,0
11050,MG,17125,17709,17674,0
11051,MG,11412,11805,13049,0
11052,ESMG,67563,66545,68716,0
11053,MG,5726,5159,4960,0
11054,MG,16643,17523,18307,0
11055,MG,8383,8155,7913,0
11056,MG,20573,21697,22734,0
11057,MG,5813,5318,4987,0
11058,MG,4100,4899,5338,0
11059,MG,20291,23391,28442,0
11060,MG,6212,6232,5720,0
11061,MG,99954,114126,126284,0
11062,MG,8902,7554,6143,0
11063,MG,17014,18359,19599,0
11064,MG,9594,9846,10004,0
11065,MG,3975,3427,3403,0
11066,MG,2020161,2238526,2375151,0
11067,MG,16718,19516,23397,0
11068,MG,7040,7429,7536,0
11069,MG,17745,17675,16853,0
11070,MG,10573,10189,10553,0
11071,MG,26673,31317,35287,0
11072,MG,170934,306675,378089,0
11073,MG,4852,4392,3793,0
11074,MG,11239,12793,13653,0
11075,MG,3055,2821,2630,0
11076,MG,33015,37074,38516,0
11077,MG,4944,4983,5007,0
11078,MG,47045,51559,56639,0
11079,MG,35330,39943,45624,0
11080,MG,6236,6643,6501,0
11081,MG,2922,3523,3887,0
11082,MG,4951,4817,5491,0
11083,MG,17519,16173,15364,0
11084,MG,8901,10514,10457,0
11085,MG,16472,17064,17243,0
11086,MG,7183,6866,6818,0
11087,MG,14464,13791,12959,0
11088,MG,87163,86816,92552,0
11089,MG,15410,18260,21068,0
11090,MG,14247,15101,14920,0
11091,MG,7229,6834,6497,0
11092,MG,49956,52841,59486,0
11093,MG,44979,48082,49595,0
11094,MG,5836,5107,4637,0
11095,MG,6515,5408,5030,0
11096,MG,13711,15165,14661,0
11097,MG,19308,26614,33973,0
11098,MG,10787,10932,10892,0
11099,MG,9936,10368,10292,0
11100,MG,14289,13667,14307,0
11101,MG,18417,20396,22737,0
11102,MG,24477,25904,26922,0
11103,MG,69612,79216,87253,0
11104,MG,12223,13727,13823,0
11105,MG,3656,3780,3654,0
11106,MG,9323,10555,11034,0
11107,MG,2284,2305,2505,0
11108,MG,7403,8571,10218,0
11109,MG,33251,36299,40750,0
11110,MG,4583,4367,4968,0
11111,MG,3721,4190,4047,0
11112,MG,12372,12766,13633,0
11113,MG,3814,3533,3154,0
11114,MG,16927,20537,21080,0
11115,MG,22302,28097,31707,0
11116,MG,11508,12538,12602,0
11117,MG,7914,8135,8631,0
11118,MG,12260,14098,15433,0
11119,MG,17440,20553,20686,0
11120,MG,20080,19100,19324,0
11121,MG,44527,49187,51544,0
11122,MG,10883,11436,11476,0
11123,MG,4519,5328,6870,0
11124,MG,11112,12819,14206,0
11125,MG,23946,26541,27600,0
11126,MG,5411,4789,4628,0
11127,MG,15990,10633,11365,0
11128,MG,5602,5664,5589,0
11129,MG,13609,14461,14595,0
11130,MG,20915,21021,21455,0
11131,MG,5140,4964,4755,0
11132,MG,7300,7424,7089,0
11133,MG,6344,7900,8881,0
11134,MG,15060,14403,15290,0
11135,MG,16958,15878,16781,0
11136,MG,11731,13113,14206,0
11137,MG,6823,7737,8183,0
11138,MG,7826,8834,9030,0
11139,MG,21778,20981,22343,0
11140,MG,3461,3478,3288,0
11141,MG,18833,21057,23346,0
11142,MG,40053,41592,42645,0
11143,MG,125686,139861,153386,0
11144,MG,8195,8967,9148,0
11145,MG,5507,5810,6298,0
11146,MG,23287,21994,20069,0
11147,MG,2242,2246,2446,0
11148,MG,10279,11600,11836,0
11149,MG,10231,10400,10927,0
11150,MG,11291,12545,13750,0
11151,MG,14415,17157,20012,0
11152,MG,27358,29460,29735,0
11153,MG,17470,19732,20426,0
11154,MG,13635,14348,17048,0
11155,MG,45699,48532,55235,0
11156,MG,4528,3887,3948,0
11157,MG,2575,3089,3341,0
11158,MG,4680,4733,4556,0
11159,MG,2093,2264,2244,0
11160,MG,2629,2622,2857,0
11161,MG,15818,17278,17412,0
11162,MG,3898,4021,3954,0
11163,MG,58138,63980,69757,0
11164,MG,25931,28421,32722,0
11165,MG,3379,3288,3462,0
11166,MG,15684,18083,18506,0
11167,MG,19940,18522,17786,0
11168,MG,19491,22129,21705,0
11169,MG,1402,1289,1210,0
11170,MG,6443,6548,6772,0
11171,MG,13783,10236,10266,0
11172,MG,3257,2370,2792,0
11173,MG,5529,5663,5645,0
11174,MG,15790,15225,15189,0
11175,MG,72481,84646,96194,0
11176,MG,2900,2958,2785,0
11177,MG,6240,6345,6547,0
11178,MG,3409,4242,4542,0
11179,MG,8238,8193,7775,0
11180,MG,18481,22522,25771,0
11181,MG,5477,6523,7054,0
11182,MG,10342,9369,9024,0
11183,MG,2964,2842,2972,0
11184,MG,10240,10204,8298,0
11185,MG,9158,9372,9820,0
11186,MG,2493,2714,2749,0
11187,MG,14054,17156,23043,0
11188,MG,5163,4377,4456,0
11189,MG,18721,18637,17908,0
11190,MG,3899,4793,5158,0
11191,MG,10472,12273,12949,0
11192,MG,7695,8929,10388,0
11193,MG,29824,42752,58456,0
11194,MG,7094,8726,10468,0
11195,MG,35364,41256,48519,0
11196,MG,4533,4897,4943,0
11197,MG,7048,6101,6526,0
11198,MG,89059,102836,116512,0
11199,MG,30569,28816,29975,0
11200,MG,1708,1699,1727,0
11201,MG,449588,538017,603442,0
11202,MG,9214,9612,9289,0
11203,MG,32688,33793,34749,0
11204,MG,8451,8522,8667,0
11205,MG,3030,3359,3435,0
11206,MG,25096,24546,23914,0
11207,MG,10800,10802,10270,0
11208,MG,24954,27452,27547,0
11209,MG,87439,97451,103694,0
11210,MG,9191,9134,9117,0
11211,MG,3252,2900,2983,0
11212,MG,2988,3185,3301,0
11213,MG,4368,3674,3391,0
11214,MG,3929,3827,3730,0
11215,MG,61755,68086,70918,0
11216,MG,7830,7458,7547,0
11217,MG,4012,4007,4204,0
11218,MG,8842,9518,11286,0
11219,MG,5003,5583,5760,0
11220,MG,4214,4905,5007,0
11221,MG,9997,10339,10210,0
11222,MG,4579,4477,4757,0
11223,MG,3068,3720,3934,0
11224,MG,11674,13765,14591,0
11225,MG,59015,67512,74219,0
11226,MG,4702,5040,5211,0
11227,MG,7860,8032,7971,0
11228,MG,6698,6577,6830,0
11229,MG,211824,257116,304077,0
11230,MG,4083,4531,4768,0
11231,MG,6825,6807,7002,0
11232,MG,3525,3211,3015,0
11233,MG,44299,44259,45880,0
11234,MG,4161,3972,3848,0
11235,MG,10150,10191,8739,0
11236,MG,3009,3188,3293,0
11237,MG,21757,24877,26417,0
11238,MG,5281,4965,4937,0
11239,MG,5790,6434,7024,0
11240,MG,151462,183962,213016,0
11241,MG,4917,5539,5763,0
11242,MG,6166,5473,5209,0
11243,MG,4960,4698,4535,0
11244,MG,10028,8398,8043,0
11245,MG,2870,3034,2994,0
11246,MG,4804,5362,6001,0
11247,MG,7255,8349,9299,0
11248,MG,5403,5380,5223,0
11249,MG,13887,14388,13778,0
11250,MG,5043,4799,4462,0
11251,MG,1247,1350,1440,0
11252,MG,1583,1785,1841,0
11253,MG,27287,32715,35978,0
11254,MG,19373,21947,25220,0
11255,MG,8815,9347,10280,0
11256,MG,7566,7085,7122,0
11257,MG,12255,13114,14242,0
11258,MG,15551,17018,17946,0
11259,MG,24298,47090,60271,0
11260,MG,19543,20528,22856,0
11261,MG,37594,37116,37434,0
11262,MG,4045,4162,4429,0
11263,MG,9681,10366,10845,0
11264,MG,2617,2674,2470,0
11265,MG,3982,3597,3516,0
11266,MG,7233,6883,7446,0
11267,MG,9825,9766,10540,0
11268,MG,3286,3608,3753,0
11269,MG,14314,19219,28599,0
11270,MG,2115,2353,2350,0
11271,MG,3103,3606,3376,0
11272,MG,5802,5729,5142,0
11273,MG,2996,2963,3056,0
11274,MG,6001,6241,6877,0
11275,MG,11926,12784,14121,0
11276,MG,3277,2563,3030,0
11277,MG,14128,12331,10837,0
11278,MG,5053,5647,6600,0
11279,MG,7199,6522,8177,0
11280,MG,3800,3759,4098,0
11281,MG,2285,2437,2705,0
11282,MG,17177,16799,17364,0
11283,MG,3666,4488,4863,0
11284,MG,24993,23562,24912,0
11285,MG,35153,34967,35461,0
11286,MG,7007,5975,5879,0
11287,MG,7245,8176,8920,0
11288,MG,10976,9980,9882,0
11289,MG,7902,9024,14041,0
11290,MG,5103,4902,4687,0
11291,MG,50849,52908,54478,0
11292,MG,41424,46566,53468,0
11293,MG,2616,3281,3855,0
11294,MG,10819,10105,10437,0
11295,MG,88097,98276,100769,0
11296,MG,6389,6668,7075,0
11297,MG,11179,11873,12371,0
11298,MG,3877,4123,4220,0
11299,MG,6163,5713,5921,0
11300,MG,11457,11689,11681,0
11301,MG,230524,247131,263689,0
11302,MG,20284,23704,25424,0
11303,MG,1265,1376,1373,0
11304,MG,25173,27828,31262,0
11305,MG,11852,13620,13872,0
11306,MG,10541,10262,10223,0
11307,MG,16251,18628,18714,0
11308,MG,8046,8520,8678,0
11309,MG,3814,4166,3929,0
11310,MG,5919,6656,6565,0
11311,MG,39611,47036,49430,0
11312,MG,7177,7490,7206,0
11313,MG,5739,6384,7265,0
11314,MG,10297,9259,8707,0
11315,MG,7640,6883,6137,0
11316,MG,5256,5657,6121,0
11317,MG,4854,5140,5036,0
11318,MG,18317,21044,23218,0
11319,MG,7097,7251,7839,0
11320,MG,80185,94533,100420,0
11321,MG,8522,10229,12176,0
11322,MG,92675,160853,197960,0
11323,MG,2691,3301,3382,0
11324,MG,2572,2755,2866,0
11325,MG,27400,42990,60388,0
11326,MG,5986,7355,9264,0
11327,MG,8362,8269,8029,0
11328,MG,4473,5064,5859,0
11329,MG,8783,10532,11488,0
11330,MG,6221,6479,6908,0
11331,MG,48807,52347,55581,0
11332,MG,4861,5387,6190,0
11333,MG,2398,2494,2629,0
11334,MG,33786,34866,35441,0
11335,MG,4766,5195,5760,0
11336,MG,6032,6116,6724,0
11337,MG,18228,19511,21307,0
11338,MG,180069,212496,239468,0
11339,MG,4122,4026,4107,0
11340,MG,7751,8958,9521,0
11341,MG,4476,5903,6467,0
11342,MG,85606,98322,109783,0
11343,MG,10210,9809,10692,0
11344,MG,32091,37901,45449,0
11345,MG,6807,4558,4988,0
11346,MG,21775,27685,29435,0
11347,MG,10671,11302,12372,0
11348,MG,75014,84135,90658,0
11349,MG,3439,3791,4079,0
11350,MG,21195,22668,22809,0
11351,MG,2755,2582,2283,0
11352,MG,9263,10723,10349,0
11353,MG,10027,12197,14003,0
11354,MG,11273,12915,14175,0
11355,MG,20358,21271,21001,0
11356,MG,11203,11832,13656,0
11357,MG,22356,21235,21377,0
11358,MG,5529,7361,8664,0
11359,MG,7366,8517,9928,0
11360,MG,10953,13691,14945,0
11361,MG,66395,76862,85463,0
11362,MG,6341,6388,5799,0
11363,MG,22612,24423,25752,0
11364,MG,6452,5641,5830,0
11365,MG,84577,89091,97171,0
11366,MG,6127,6391,6139,0
11367,MG,4305,4140,3913,0
11368,MG,12716,13530,17134,0
11369,MG,12169,12087,12134,0
11370,MG,6616,7389,7502,0
11371,MG,17535,19004,22772,0
11372,MG,2745,2855,2990,0
11373,MG,3315,3473,3939,0
11374,MG,6955,6109,5395,0
11375,MG,15126,13658,12848,0
11376,MG,9346,8750,8005,0
11377,MG,5048,5171,5156,0
11378,MG,22738,22902,24131,0
11379,MG,4345,4823,4768,0
11380,MG,18304,18966,19597,0
11381,MG,6941,6617,5425,0
11382,MG,59340,66690,73610,0
11383,MG,4441,3872,4305,0
11384,MG,9524,9865,10324,0
11385,MG,18306,17997,18771,0
11386,MG,4865,5427,5555,0
11387,MG,27033,40533,50058,0
11388,MG,385996,456796,516247,0
11389,MG,6578,7680,9238,0
11390,MG,16601,15832,16994,0
11391,MG,8130,7710,7600,0
11392,MG,30816,38758,45984,0
11393,MG,4120,4454,4225,0
11394,MG,10118,11486,12256,0
11395,MG,15949,16293,17161,0
11396,MG,23145,25391,27208,0
11397,MG,17231,19528,19609,0
11398,MG,16071,18249,19554,0
11399,MG,3572,3587,3452,0
11400,MG,5948,6126,6465,0
11401,MG,6639,6554,6484,0
11402,MG,65893,78772,92200,0
11403,MG,2928,3227,3205,0
11404,MG,33631,35382,35598,0
11405,MG,46442,50097,51130,0
11406,MG,6045,5792,5346,0
11407,MG,14641,15708,16149,0
11408,MG,32476,33668,33755,0
11409,MG,75259,88059,102622,0
11410,MG,5193,5482,5422,0
11411,MG,16432,16833,17486,0
11412,MG,6870,6917,6976,0
11413,MG,30709,34877,38688,0
11414,MG,3971,4734,4904,0
11415,MG,38134,35773,36031,0
11416,MG,5406,6232,7163,0
11417,MG,9710,10567,11749,0
11418,MG,13629,14607,14216,0
11419,MG,38180,46710,54219,0
11420,MG,4417,4424,4219,0
11421,MG,2287,2594,2788,0
11422,MG,3540,4044,4012,0
11423,MG,2944,3293,2968,0
11424,MG,11856,11817,12611,0
11425,MG,4624,4846,4595,0
11426,MG,10955,12323,13435,0
11427,MG,14351,16291,17639,0
11428,MG,23606,30164,33955,0
11429,MG,3758,3838,3761,0
11430,MG,2728,3038,3444,0
11431,MG,21760,21641,21026,0
11432,MG,11025,9740,9713,0
11433,MG,10074,10061,10368,0
11434,MG,19963,24926,33334,0
11435,MG,3874,3834,3840,0
11436,MG,16893,17716,18621,0
11437,MG,10227,9770,10251,0
11438,MG,14700,15052,16606,0
11439,MG,3885,4469,4689,0
11440,MG,5505,6513,7028,0
11441,MG,2941,2579,2360,0
11442,MG,7051,7615,8161,0
11443,MG,16553,16031,15862,0
11444,MG,17919,18006,19619,0
11445,MG,13776,13142,13061,0
11446,MG,34705,43899,45772,0
11447,MG,19291,21212,21234,0
11448,MG,250062,306947,361915,0
11449,MG,17328,18195,21203,0
11450,MG,6659,7606,8255,0
11451,MG,3054,2960,2660,0
11452,MG,3873,3735,3399,0
11453,MG,5652,6656,6257,0
11454,MG,84585,95970,105012,0
11455,MG,27039,26693,26661,0
11456,MG,17887,20589,20430,0
11457,MG,4003,3122,3154,0
11458,MG,43090,41619,40834,0
11459,MG,4361,4644,4658,0
11460,MG,6921,7240,7954,0
11461,MG,24069,24822,25733,0
11462,MG,28919,30366,32134,0
11463,MG,17605,17754,17528,0
11464,MG,52400,64387,80998,0
11465,MG,4419,4100,3790,0
11466,MG,10147,9492,12812,0
11467,MG,53906,55149,55384,0
11468,MG,11742,13887,15374,0
11469,MG,17913,37447,73699,0
11470,MG,30748,30453,30725,0
11471,MG,140833,139398,145084,0
11472,MG,2283,2304,1976,0
11473,MG,1839,2247,2533,0
11474,MG,32222,37250,39466,0
11475,MG,2183,2145,2123,0
11476,MG,3022,2985,3055,0
11477,MG,56678,59662,61883,0
11478,MG,27423,30383,35268,0
11479,MG,30593,29416,31568,0
11480,MG,62514,66277,70281,0
11481,MG,7923,6223,6016,0
11482,MG,17327,17475,18849,0
11483,MG,5235,4895,4631,0
11484,MG,8065,7798,8014,0
11485,MG,1416,1622,1558,0
11486,MG,7054,6561,6545,0
11487,MG,13401,14276,12148,0
11488,MG,10119,12472,14175,0
11489,MG,62774,75216,84718,0
11490,MG,61193,73007,84215,0
11491,MG,16498,18942,20245,0
11492,MG,14614,17498,19379,0
11493,MG,17015,20383,22563,0
11494,MG,1683,1946,1766,0
11495,MG,13408,14855,15582,0
11496,MG,8152,8480,8197,0
11497,MG,2413,2164,2079,0
11498,MG,84622,97211,106290,0
11499,MG,102946,123881,138710,0
11500,MG,60753,73130,82471,0
11501,MG,4449,4861,5287,0
11502,MG,8295,9037,9271,0
11503,MG,5764,5113,4918,0
11504,MG,14973,8912,8589,0
11505,MG,22068,23608,23839,0
11506,MG,4160,3925,3365,0
11507,MG,3986,3814,3875,0
11508,MG,1628,1822,2191,0
11509,MG,10999,12009,11467,0
11510,MG,4391,3361,3490,0
11511,MG,41594,53957,58740,0
11512,MG,1593,1787,1785,0
11513,MG,2716,3016,3165,0
11514,MG,3187,3717,4076,0
11515,MG,4546,5707,8912,0
11516,MG,10735,12364,14404,0
11517,MG,16300,18736,20087,0
11518,MG,4349,4037,4128,0
11519,MG,3022,3008,2841,0
11520,MG,4374,4029,4062,0
11521,MG,5035,5063,4709,0
11522,MG,4226,4274,4640,0
11523,MG,6733,7824,8236,0
11524,MG,6060,6509,6406,0
11525,MG,3112,2741,4656,0
11526,MG,16332,17010,17232,0
11527,MG,4581,4974,5217,0
11528,MG,6370,7399,8016,0
11529,MG,8991,10034,10364,0
11530,MG,46351,50300,53368,0
11531,MG,9142,11140,10862,0
11532,MG,20173,22269,25311,0
11533,MG,24938,28783,31883,0
11534,MG,7309,8297,10384,0
11535,MG,13817,15148,15959,0
11536,MG,110123,135627,152435,0
11537,MG,11200,9851,8986,0
11538,MG,20350,26089,29105,0
11539,MG,13978,14425,15647,0
11540,MG,9439,9474,10417,0
11541,MG,14676,14780,15667,0
11542,MG,81836,106776,130615,0
11543,MG,5883,6669,6213,0
11544,MG,7371,7703,8391,0
11545,MG,24638,23576,25802,0
11546,MG,9395,9217,8807,0
11547,MG,2503,2883,3265,0
11548,MG,6420,5847,5537,0
11549,MG,4292,4319,3908,0
11550,MG,2932,2951,2959,0
11551,MG,7435,8458,8318,0
11552,MG,6819,8232,9573,0
11553,MG,2952,3022,3303,0
11554,MG,1728,1791,1861,0
11555,MG,14242,14289,15342,0
11556,MG,29496,28859,28507,0
11557,MG,10578,10188,10299,0
11558,MG,9706,10336,10913,0
11559,MG,17499,16975,17089,0
11560,MG,14562,15756,18283,0
11561,MG,10201,9358,9360,0
11562,MG,143853,246846,296317,0
11563,MG,3614,3621,3826,0
11564,MG,7066,7658,9090,0
11565,MG,15367,15260,14201,0
11566,MG,2629,2318,2465,0
11567,MG,7461,6942,6070,0
11568,MG,4461,4646,5276,0
11569,MG,9453,11528,11885,0
11570,MG,13676,14138,14149,0
11571,MG,14884,16359,17110,0
11572,MG,7271,7508,8080,0
11573,MG,15862,14905,13645,0
11574,MG,5753,5423,4925,0
11575,MG,1546,1907,2116,0
11576,MG,3749,5375,6867,0
11577,MG,3392,3737,3596,0
11578,MG,10006,10199,7772,0
11579,MG,10772,9666,9919,0
11580,MG,89740,115352,126269,0
11581,MG,16054,16269,15704,0
11582,MG,20406,21334,23896,0
11583,MG,7788,6779,6859,0
11584,MG,5289,4827,4570,0
11585,MG,10236,12801,14826,0
11586,MG,6426,5378,4992,0
11587,MG,4987,4924,4600,0
11588,MG,4573,4192,3968,0
11589,MG,7820,8078,11337,0
11590,MG,137825,184903,202942,0
11591,MG,12805,13713,15011,0
11592,MG,10433,10346,10552,0
11593,MG,5312,5438,5284,0
11594,MG,6846,7521,7231,0
11595,MG,3531,3360,3622,0
11596,MG,9212,8616,8009,0
11597,MG,3417,3774,3860,0
11598,MG,1755,1982,2234,0
11599,MG,3836,4408,4607,0
11600,MG,9156,8607,8582,0
11601,MG,3404,3739,4023,0
11602,MG,4144,3944,3822,0
11603,MG,9258,9278,9027,0
11604,MG,5122,5218,4993,0
11605,MG,4064,3847,3583,0
11606,MG,6095,6061,5697,0
11607,MG,26317,31264,37754,0
11608,MG,2867,3114,3224,0
11609,MG,16583,16365,18138,0
11610,MG,13753,16109,17345,0
11611,MG,3490,3514,3538,0
11612,MG,4587,4377,4085,0
11613,MG,4447,4588,4135,0
11614,MG,12093,12144,11775,0
11615,MG,17979,23473,25975,0
11616,MG,2101,1823,1777,0
11617,MG,3705,3488,3238,0
11618,MG,44965,46789,46284,0
11619,MG,2556,3737,4577,0
11620,MG,3198,3282,3513,0
11621,MG,18742,17642,17357,0
11622,MG,6152,6533,6483,0
11623,MG,4941,5274,5776,0
11624,MG,6365,5696,5178,0
11625,MG,7860,7716,10263,0
11626,MG,5063,5015,4389,0
11627,MG,9745,10133,12318,0
11628,MG,7541,7969,10398,0
11629,MG,8322,8462,9777,0
11630,MG,19611,22308,23906,0
11631,MG,19697,27631,31819,0
11632,MG,5352,6271,6887,0
11633,MG,2541,2752,2731,0
11634,MG,72747,78616,84469,0
11635,MG,8166,8492,7874,0
11636,MG,15375,15526,15553,0
11637,MG,21432,23786,25057,0
11638,MG,54868,91422,124326,0
11639,MG,3701,3894,4075,0
11640,MG,2690,3225,4198,0
11641,MG,3320,3802,3996,0
11642,MG,4245,3863,3834,0
11643,MG,6170,6009,5636,0
11644,MG,2224,2379,2592,0
11645,MG,29870,36927,41657,0
11646,MG,6315,6641,6760,0
11647,MG,5072,5618,5040,0
11648,MG,10273,9239,8356,0
11649,MG,9286,6081,5570,0
11650,MG,6323,6325,6686,0
11651,MG,3866,4311,4948,0
11652,MG,12820,11604,10647,0
11653,MG,5057,4648,5805,0
11654,MG,49053,58335,64980,0
11655,MG,2116,1779,1613,0
11656,MG,1803,1976,2110,0
11657,MG,9642,10245,10561,0
11658,MG,6945,7303,7093,0
11659,MG,5700,6204,6655,0
11660,MG,5407,6163,7008,0
11661,MG,4274,5455,6241,0
11662,MG,4269,4775,5594,0
11663,MG,1847,2000,1988,0
11664,MG,6241,6598,7230,0
11665,MG,2013,2371,1868,0
11666,MG,5309,5190,4574,0
11667,MG,5089,5643,5683,0
11668,MG,3702,3520,3497,0
11669,MG,9725,10024,10196,0
11670,MG,6382,6990,7128,0
11671,MG,1723,1738,1789,0
11672,MG,3874,4197,4220,0
11673,MG,852,873,815,0
11674,MG,10224,8182,8412,0
