amc,Sigla,1991,2000,2010,Amazon
11675,MG,7984,9390,10549,0
11676,MG,6975,7504,7542,0
11677,MG,2036,2071,1995,0
11678,MG,19341,21012,20835,0
11679,MG,144014,184871,214152,0
11680,MG,2047,2138,2192,0
11681,MG,5825,5855,6027,0
11682,MG,2414,2479,2537,0
11683,MG,16302,16875,18298,0
11684,MG,6838,6284,5830,0
11685,MG,4929,5155,5676,0
11686,MG,4361,4572,4079,0
11687,MG,2973,3327,4112,0
11688,MG,2240,1900,1873,0
11689,MG,3383,3491,3794,0
11690,MG,18056,14488,14293,0
11691,MG,10024,11149,11355,0
11692,MG,58298,71478,81243,0
11693,MG,8647,7571,6906,0
11694,MG,12836,15005,15823,0
11695,MG,4664,5222,5764,0
11696,MG,9767,11652,9537,0
11697,MG,57045,65291,72765,0
11698,MG,21399,23568,28318,0
11699,MG,45832,51024,53860,0
11700,MG,5412,5831,6293,0
11701,MG,19409,20912,23604,0
11702,MG,3660,4243,4658,0
11703,MG,66511,85065,101519,0
11704,MG,367061,501214,604013,0
11705,MG,2945,2872,2705,0
11706,MG,10513,10375,10291,0
11707,MG,2317,2212,2163,0
11708,MG,88022,108998,123081,0
11709,MG,29523,31641,35809,0
11710,MG,18799,18928,19723,0
11711,MG,3057,2874,3483,0
11712,MG,51658,64854,72220,0
11713,MG,3796,3952,3731,0
11714,MG,3658,3642,3370,0
11715,MG,13925,13672,13619,0
11716,MG,8540,8699,8623,0
11717,MG,12089,10827,10572,0
11718,MG,6822,6112,5658,0
11719,MG,28451,32598,37942,0
11720,MG,4531,4919,5070,0
11721,MG,2487,2596,2553,0
11722,ES,40001,43919,43006,0
11723,ES,9820,9599,9519,0
11724,ES,12701,12751,11771,0
11725,ES,30422,31714,30768,0
11726,ES,12647,13616,13955,0
11727,ES,7488,6964,7317,0
11728,ES,14934,19176,23902,0
11729,ES,6995,7615,7512,0
11730,ES,52433,64637,81832,0
11731,ES,6666,8327,9850,0
11732,ES,27121,27819,29081,0
11733,ES,12555,13679,14199,0
11734,ES,7963,9226,9476,0
11735,ES,143449,174879,189889,0
11736,ES,274532,324285,348738,0
11737,ES,29592,32756,34747,0
11738,ES,106845,120258,130658,0
11739,ES,22282,26494,28449,0
11740,ES,10533,10910,11681,0
11741,ES,4090,4817,4516,0
11742,ES,35598,42747,46109,0
11743,ES,5265,6188,6397,0
11744,ES,24432,23979,23212,0
11745,ES,10204,13009,17025,0
11746,ES,21964,25492,27851,0
11747,ES,61719,88400,105286,0
11748,ES,15558,19210,22366,0
11749,ES,9405,10143,11178,0
11750,ES,7655,9211,8957,0
11751,ES,10172,11481,12523,0
11752,ES,32508,36466,39051,0
11753,ES,13393,14495,14134,0
11754,ES,44492,58724,65128,0
11755,ES,10394,11425,10881,0
11756,ES,17050,19539,24678,0
11757,ES,8898,10189,10879,0
11758,ES,13472,15301,15809,0
11759,ES,10635,10934,10826,0
11760,ES,149838,171349,210838,0
11761,ES,9004,9924,11107,0
11762,ES,24041,26199,25902,0
11763,ES,18133,17263,17849,0
11764,ES,11331,12163,12634,0
11765,ES,20156,19689,18397,0
11766,ES,13619,13670,14396,0
11767,ES,47624,51345,54703,0
11768,ES,21004,20402,21548,0
11769,ES,21348,21961,23794,0
11770,ES,21307,21320,23895,0
11771,ES,9430,14987,18123,0
11772,ES,9433,9555,10314,0
11773,ES,15428,16324,17530,0
11774,ES,10004,11271,11325,0
11775,ES,11122,12463,12240,0
11776,ES,23268,28774,34176,0
11777,ES,29356,31017,33096,0
11778,ES,10208,10481,10408,0
11779,ES,73903,90460,109028,0
11780,ES,222158,321181,409267,0
11781,ES,13082,17376,19130,0
11782,ES,12036,16165,20447,0
11783,ES,43866,53452,65001,0
11784,ES,265586,345965,414586,0
11785,ES,258777,292304,327801,0
12001,RJ,85571,119247,169511,0
12002,RJ,39600,46710,50802,0
12003,RJ,59024,82803,112008,0
12004,RJ,81248,89799,97035,0
12005,RJ,84915,145032,213787,0
12006,RJ,19866,23877,27715,0
12007,RJ,79199,88503,94778,0
12008,RJ,172216,181483,190606,0
12009,RJ,1297704,1560344,1667419,0
12010,RJ,20630,22651,25333,0
12011,RJ,29873,33655,35411,0
12012,RJ,40208,48543,54273,0
12013,RJ,21011,21083,21830,0
12014,RJ,100895,141127,220087,0
12015,RJ,389109,419584,476331,0
12016,RJ,19672,19835,19830,0
12017,RJ,14509,15289,17434,0
12018,RJ,33845,58571,141023,0
12019,RJ,16963,18782,21211,0
12020,RJ,20781,23487,25699,0
12021,RJ,9875,10334,10930,0
12022,RJ,667821,775456,855048,0
12023,RJ,12061,12164,13237,0
12024,RJ,191734,243782,278805,0
12025,RJ,50474,78316,110726,0
12026,RJ,162742,213536,248740,0
12027,RJ,113057,147263,187277,0
12028,RJ,12764,12621,14063,0
12029,RJ,22933,23003,22899,0
12030,RJ,78000,86720,95841,0
12031,RJ,16073,24739,28783,0
12032,RJ,7464,7909,7487,0
12033,RJ,17925,24901,36456,0
12034,RJ,46545,76737,127461,0
12035,RJ,16598,17289,17935,0
12036,RJ,19446,23902,24642,0
12037,RJ,25091,27064,26843,0
12038,RJ,21765,22979,24557,0
12039,RJ,158092,153712,157425,0
12040,RJ,436155,459451,487562,0
12041,RJ,167081,173418,182082,0
12042,RJ,36427,40475,47124,0
12043,RJ,33922,37410,41084,0
12044,RJ,23928,29544,37533,0
12045,RJ,21095,24931,26359,0
12046,RJ,255468,286537,295917,0
12047,RJ,33782,41599,49033,0
12048,RJ,14561,15952,17760,0
12049,RJ,91757,116644,136361,0
12050,RJ,10467,13674,20242,0
12051,RJ,45161,49691,55551,0
12052,RJ,13665,16228,17425,0
12053,RJ,6451,7625,8561,0
12054,RJ,5480768,5857904,6320446,0
12055,RJ,10850,10476,10321,0
12056,RJ,59561,68827,74101,0
12057,RJ,34581,36789,37543,0
12058,RJ,779832,891119,999728,0
12059,RJ,425772,449476,458673,0
12060,RJ,15472,19278,20251,0
12061,RJ,8108,8402,8895,0
12062,RJ,15429,17157,17525,0
12063,RJ,37888,52461,74234,0
12064,RJ,18141,21265,21349,0
12065,RJ,12977,14176,14900,0
12066,RJ,120709,138081,163746,0
12067,RJ,10640,10038,10289,0
12068,RJ,60805,66308,71843,0
12069,RJ,28649,31451,34410,0
12070,RJ,220305,242063,257803,0
13001,SP,32091,33497,33797,0
13002,SP,3272,3684,3557,0
13003,SP,23363,28195,32148,0
13004,SP,6692,7131,7584,0
13005,SP,11966,16190,17266,0
13006,SP,6049,8278,11977,0
13007,SP,1697,1883,2707,0
13008,SP,31706,34263,36303,0
13009,SP,105132,129209,149261,0
13010,SP,3493,3697,3891,0
13011,SP,3239,3530,3815,0
13012,SP,13642,15481,15607,0
13013,SP,4787,4261,4102,0
13014,SP,43205,55227,60062,0
13015,SP,5050,4316,3897,0
13016,SP,18865,22661,23513,0
13017,SP,3133,4109,4650,0
13018,SP,2541,2837,3000,0
13019,SP,153840,182593,210638,0
13020,SP,20067,28287,34478,0
13021,SP,5590,5594,5706,0
13022,SP,50797,60404,65829,0
13023,SP,3020,3582,4293,0
13024,SP,52409,55161,55334,0
13025,SP,21127,24506,27777,0
13026,SP,3537,4535,5653,0
13027,SP,3242,3411,3738,0
13028,SP,33247,34904,35007,0
13029,SP,5100,4935,4450,0
13030,SP,35185,35234,33663,0
13031,SP,63900,77791,95901,0
13032,SP,159557,176183,189205,0
13033,SP,14544,19816,27299,0
13034,SP,4064,4763,5152,0
13035,SP,5620,6065,6123,0
13036,SP,11368,12331,12716,0
13037,SP,166731,190468,217371,0
13038,SP,87459,104196,118843,0
13039,SP,61302,65496,65401,0
13040,SP,6892,7244,7841,0
13041,SP,3284,3600,3696,0
13042,SP,9991,10296,10579,0
13043,SP,5845,7477,8547,0
13044,SP,28053,43157,59898,0
13045,SP,37622,59185,74905,0
13046,SP,12090,12065,12092,0
13047,SP,85391,97994,108029,0
13048,SP,86336,111300,126603,0
13049,SP,12765,13513,14202,0
13050,SP,4644,4596,4959,0
13051,SP,7973,8829,11310,0
13052,SP,61101,76472,82934,0
13053,SP,5717,11550,14603,0
13054,SP,1221,1313,3702,0
13055,SP,6771,7340,8160,0
13056,SP,3028,2794,3116,0
13057,SP,5379,5837,6593,0
13058,SP,24542,28224,31593,0
13059,SP,30841,35487,35246,0
13060,SP,7124,8108,7729,0
13061,SP,95414,103913,112101,0
13062,SP,18853,24207,28496,0
13063,SP,130799,208281,240749,0
13064,SP,19116,20588,20445,0
13065,SP,44106,51112,56476,0
13066,SP,261112,316064,343937,0
13067,SP,67763,74815,75035,0
13068,SP,2397,2394,2674,0
13069,SP,10049,10720,10775,0
13070,SP,428923,448022,467045,0
13071,SP,5460,6088,7048,0
13072,SP,75125,94300,108728,0
13073,SP,17833,24653,28575,0
13074,SP,11867,13953,15189,0
13075,SP,7254,9442,10859,0
13076,SP,5666,7356,9618,0
13077,SP,23140,34368,48314,0
13078,SP,9854,13313,19708,0
13079,SP,44167,49785,51505,0
13080,SP,751,795,805,0
13081,SP,3460,3739,4268,0
13082,SP,12109,13193,14529,0
13083,SP,46246,56975,63721,0
13084,SP,90761,108306,127328,0
13085,SP,108980,136962,161475,0
13086,SP,4264,4383,5021,0
13087,SP,6009,6725,7811,0
13088,SP,13788,17139,21107,0
13089,SP,14402,18886,21580,0
13090,SP,14325,17629,18563,0
13091,SP,12766,13854,15418,0
13092,SP,3797,3674,4053,0
13093,SP,3862,4656,4365,0
13094,SP,18814,33100,41604,0
13095,SP,66058,76130,84752,0
13096,SP,23212,27205,30091,0
13097,SP,17283,18378,18538,0
13098,SP,15257,15793,16607,0
13099,SP,3854,4077,4072,0
13100,SP,39069,71221,86529,0
13101,SP,3341,4192,5039,0
13102,SP,33736,50761,64114,0
13103,SP,38076,46268,45580,0
13104,SP,11154,11652,12191,0
13105,SP,20246,22573,25324,0
13106,SP,847595,969396,1080113,0
13107,SP,45387,63724,74074,0
13108,SP,37135,44252,47789,0
13109,SP,4015,4181,4539,0
13110,SP,38081,46429,50092,0
13111,SP,73146,81604,86922,0
13112,SP,25450,29280,29884,0
13113,SP,2328,2613,2668,0
13114,SP,14160,15675,16483,0
13115,SP,52612,54122,53600,0
13116,SP,10771,14247,17532,0
13117,SP,34220,41468,48576,0
13118,SP,52878,78921,100840,0
13119,SP,283661,344596,369584,0
13120,SP,12282,11605,11805,0
13121,SP,25308,26800,28307,0
13122,SP,2719,2871,2634,0
13123,SP,14608,14948,18003,0
13124,SP,93317,108424,115940,0
13125,SP,6261,6555,7127,0
13126,SP,5704,6700,7972,0
13127,SP,12852,15144,17532,0
13128,SP,20048,29508,39617,0
13129,SP,11153,12883,15540,0
13130,SP,10735,13037,15085,0
13131,SP,4883,5404,7065,0
13132,SP,15909,16664,17371,0
13133,SP,5282,5954,5994,0
13134,SP,19272,22676,25229,0
13135,SP,11890,14904,16288,0
13136,SP,13338,17591,21080,0
13137,SP,5750,5589,5001,0
13138,SP,3156,3794,3874,0
13139,SP,36684,44355,58827,0
13140,SP,7830,7372,7214,0
13141,SP,107453,148987,201150,0
13142,SP,22561,28411,31691,0
13143,SP,5649,6579,7588,0
13144,SP,5251,5471,5214,0
13145,SP,68643,73492,77039,0
13146,SP,91136,108309,118720,0
13147,SP,23462,23090,21866,0
13148,SP,25750,28921,31056,0
13149,SP,305287,357064,386089,0
13150,SP,4445,4486,4482,0
13151,SP,11811,12016,11208,0
13152,SP,6920,7007,7939,0
13153,SP,18838,22522,24761,0
13154,SP,2094,2152,2096,0
13155,SP,7743,8606,8609,0
13156,SP,39693,40500,43258,0
13157,SP,11897,12475,12251,0
13158,SP,4980,6307,8143,0
13159,SP,6318,6827,6318,0
13160,SP,13120,14134,14641,0
13161,SP,11632,13888,15775,0
13162,SP,155990,207663,240230,0
13163,SP,36277,56916,62769,0
13164,SP,16311,17555,16590,0
13165,SP,37178,40480,41907,0
13166,SP,39544,44596,48165,0
13167,SP,8493,8256,8208,0
13168,SP,2777,2625,2658,0
13169,SP,49236,54446,50662,0
13170,SP,14333,15010,15320,0
13171,SP,56144,61647,64696,0
13172,SP,5175,5434,5534,0
13173,SP,10497,9285,8574,0
13174,SP,96166,142377,168306,0
13175,SP,2380,2177,1752,0
13176,SP,3547,3223,3003,0
13177,SP,12510,11106,12848,0
13178,SP,3012,3127,2829,0
13179,SP,233098,287737,318640,0
13180,SP,83885,133738,154472,0
13181,SP,85535,108122,131604,0
13182,SP,2472,2726,2708,0
13183,SP,41492,43162,43115,0
13184,SP,3834,3586,4193,0
13185,SP,12911,13486,13574,0
13186,SP,10121,10370,10765,0
13187,SP,4234,4428,4565,0
13188,SP,6366,9211,10670,0
13189,SP,5138,5207,5425,0
13190,SP,31071,34610,37404,0
13191,SP,10660,14086,17869,0
13192,SP,18281,19726,17998,0
13193,SP,16362,18916,19858,0
13194,SP,8294,8894,8435,0
13195,SP,7813,8846,9976,0
13196,SP,6779,8296,10375,0
13197,SP,5538,6323,6404,0
13198,SP,26689,28843,30597,0
13199,SP,17961,21904,25844,0
13200,SP,102072,117824,131469,0
13201,SP,8470,10197,14565,0
13202,SP,28911,31085,35486,0
13203,SP,210207,264812,290752,0
13204,SP,787866,1072717,1221979,0
13205,SP,436682,511294,611648,0
13206,SP,5052,4295,4754,0
13207,SP,7036,7992,8696,0
13208,SP,24999,36808,55610,0
13209,SP,226870,349246,434003,0
13210,SP,7567,8282,10013,0
13211,SP,7038,6783,6419,0
13212,SP,18827,26462,30734,0
13213,SP,8713,9447,10896,0
13214,SP,5523,5701,6725,0
13215,SP,38242,46620,53158,0
13216,SP,49187,64384,71217,0
13217,SP,6100,6772,7462,0
13218,SP,10013,9526,10335,0
13219,SP,20869,22614,23362,0
13220,SP,22324,25925,27952,0
13221,SP,6292,8292,8831,0
13222,SP,13538,20836,28196,0
13223,SP,49932,51814,53409,0
13224,SP,100948,147050,201619,0
13225,SP,4622,4932,4825,0
13226,SP,4767,4058,3903,0
13227,SP,3355,3318,3630,0
13228,SP,11406,12553,13663,0
13229,SP,10575,18384,28300,0
13230,SP,2698,4340,6016,0
13231,SP,283761,361999,412721,0
13232,SP,4614,4562,4299,0
13233,SP,10356,11870,14148,0
13234,SP,11752,15555,20029,0
13235,SP,6092,6658,7275,0
13236,SP,8257,7457,7789,0
13237,SP,17899,18911,17858,0
13238,SP,17822,21039,24008,0
13239,SP,15014,16468,17189,0
13240,SP,2359,2638,3246,0
13241,SP,46074,71995,87057,0
13242,SP,93146,141884,166587,0
13243,SP,81858,94634,101419,0
13244,SP,107976,162433,200769,0
13245,SP,56586,63377,68537,0
13246,SP,7336,7084,7238,0
13247,SP,33053,37750,40051,0
13248,SP,14412,14354,14549,0
13249,SP,9051,10371,12173,0
13250,SP,3754,3838,4357,0
13251,SP,164957,272942,321770,0
13252,SP,11608,13613,15471,0
13253,SP,61645,81197,101471,0
13254,SP,13769,15446,18052,0
13255,SP,9953,12836,15524,0
13256,SP,5043,5412,5914,0
13257,SP,6783,7466,7546,0
13258,SP,107314,135366,154147,0
13259,SP,18142,26166,44859,0
13260,SP,33003,36268,38695,0
13261,SP,6336,6424,6592,0
13262,SP,59133,67408,71662,0
13263,SP,163869,191291,211214,0
13264,SP,3237,4117,5657,0
13265,SP,45956,51400,52823,0
13266,SP,3285,3992,5349,0
13267,SP,62697,91807,108344,0
13268,SP,24123,30729,37661,0
13269,SP,10878,17041,23847,0
13270,SP,94116,112104,131040,0
13271,SP,3249,3280,3160,0
13272,SP,8186,10409,11768,0
13273,SP,3056,3842,4150,0
13274,SP,26488,32934,38052,0
13275,SP,3843,4166,4430,0
13276,SP,26446,33906,39633,0
13277,SP,289269,323397,370126,0
13278,SP,17708,17005,18726,0
13279,SP,16954,20516,19246,0
13280,SP,19969,26459,28737,0
13281,SP,4635,4957,4841,0
13282,SP,19144,22145,25251,0
13283,SP,5437,5131,8779,0
13284,SP,4674,6008,6590,0
13285,SP,68215,80757,91756,0
13286,SP,207770,249046,276022,0
13287,SP,4118,5331,6712,0
13288,SP,58606,65952,71432,0
13289,SP,3752,3902,4058,0
13290,SP,16259,23903,37125,0
13291,SP,19286,19747,22740,0
13292,SP,2354,2154,2249,0
13293,SP,5840,7160,11286,0
13294,SP,4157,4274,5030,0
13295,SP,4082,4230,4353,0
13296,SP,2640,2897,2714,0
13297,SP,13468,15752,16259,0
13298,SP,7380,7385,7663,0
13299,SP,3956,3761,3664,0
13300,SP,3679,3421,3200,0
13301,SP,39937,60111,80956,0
13302,SP,7277,8271,8992,0
13303,SP,3494,3699,4812,0
13304,SP,12467,13004,13332,0
13305,SP,4352,3854,3916,0
13306,SP,161149,197342,216745,0
13307,SP,2088,2195,2113,0
13308,SP,19673,22346,24219,0
13309,SP,63613,71753,76786,0
13310,SP,294998,363392,417064,0
13311,SP,3501,3759,4640,0
13312,SP,3784,4025,3855,0
13313,SP,5777,5562,5701,0
13314,SP,17407,19019,20451,0
13315,SP,9467,11410,12038,0
13316,SP,18970,22383,20592,0
13317,SP,2667,2596,2820,0
13318,SP,24433,25936,27483,0
13319,SP,15179,16213,17059,0
13320,SP,39286,48327,53792,0
13321,SP,3020,3741,4295,0
13322,SP,58374,65574,66290,0
13323,SP,273175,330241,387779,0
13324,SP,107454,133084,147289,0
13325,SP,64753,81467,86505,0
13326,SP,2597,3107,3266,0
13327,SP,2108,2055,2132,0
13328,SP,19026,35098,46293,0
13329,SP,5439,6321,7152,0
13330,SP,39742,43613,46642,0
13331,SP,17504,18413,21746,0
13332,SP,17698,19553,18931,0
13333,SP,4718,4089,4063,0
13334,SP,3380,3615,4120,0
13335,SP,25559,37340,48949,0
13336,SP,21253,25428,29116,0
13337,SP,8210,9911,11769,0
13338,SP,3782,3971,4186,0
13339,SP,3138,3743,4288,0
13340,SP,6458,6952,6678,0
13341,SP,11671,14410,16414,0
13342,SP,8313,8907,8772,0
13343,SP,10343,10194,10725,0
13344,SP,2796,3267,4274,0
13345,SP,4194,4768,5891,0
13346,SP,7859,7642,7541,0
13347,SP,5381,7307,9300,0
13348,SP,14895,17020,19180,0
13349,SP,2133,2087,2177,0
13350,SP,1994,2063,3068,0
13351,SP,13051,13718,15955,0
13352,SP,2646,2749,3441,0
13353,SP,34063,42071,51242,0
13354,SP,30446,32432,36593,0
13355,SP,5789,6309,6817,0
13356,SP,4311,4164,4163,0
13357,SP,2801,2994,2673,0
13358,SP,42907,46013,50024,0
13359,SP,2829,3413,3884,0
13360,SP,6803,5884,6097,0
13361,SP,3046,4161,5675,0
13362,SP,31319,36004,39781,0
13363,SP,568225,652593,666740,0
13364,SP,2532,2552,2537,0
13365,SP,28918,29648,30917,0
13366,SP,76923,93868,103035,0
13367,SP,7093,7148,7800,0
13368,SP,12365,12518,13226,0
13369,SP,9011,9100,11051,0
13370,SP,7321,8437,10934,0
13371,SP,10950,10322,9584,0
13372,SP,18683,20701,21186,0
13373,SP,12343,13649,14583,0
13374,SP,33840,39618,42278,0
13375,SP,14891,17009,17388,0
13376,SP,4733,5429,5898,0
13377,SP,12796,15510,17808,0
13378,SP,11418,11104,10844,0
13379,SP,3444,4732,5582,0
13380,SP,13164,17649,18446,0
13381,SP,66166,77589,86724,0
13382,SP,9715,11416,13000,0
13383,SP,4157,5302,6339,0
13384,SP,36706,51326,82146,0
13385,SP,8319,8472,8589,0
13386,SP,32021,36614,41497,0
13387,SP,5142,5609,5780,0
13388,SP,3105,2734,2558,0
13389,SP,13729,14994,15700,0
13390,SP,27972,35219,41558,0
13391,SP,7836,9187,10204,0
13392,SP,48285,54635,58510,0
13393,SP,4447,6226,7454,0
13394,SP,32773,51451,59773,0
13395,SP,4539,4625,5287,0
13396,SP,43581,50131,52143,0
13397,SP,19488,23948,26406,0
13398,SP,102063,126026,146995,0
13399,SP,12374,13109,15039,0
13400,SP,8433,10986,13105,0
13401,SP,3268,3478,3537,0
13402,SP,14749,15200,14107,0
13403,SP,18999,23347,25116,0
13404,SP,283833,334957,371630,0
13405,SP,26076,27897,28475,0
13406,SP,18829,20095,22704,0
13407,SP,9867,10038,10623,0
13408,SP,7956,12395,15733,0
13409,SP,20992,22104,24694,0
13410,SP,56746,64864,70081,0
13411,SP,9656,10584,12072,0
13412,SP,29490,33878,38033,0
13413,SP,5458,5617,6798,0
13414,SP,2829,2867,3192,0
13415,SP,76302,95801,106013,0
13416,SP,4526,4774,5395,0
13417,SP,17236,18171,19964,0
13418,SP,3581,3693,3481,0
13419,SP,22805,29681,40244,0
13420,SP,2965,2539,2518,0
13421,SP,4673,4450,4223,0
13422,SP,6841,8796,10580,0
13423,SP,36936,45514,48893,0
13424,SP,38492,47437,51400,0
13425,SP,11201,13656,15449,0
13426,SP,9870,12912,17377,0
13427,SP,123492,193582,262051,0
13428,SP,35438,40495,42941,0
13429,SP,4504,4317,4123,0
13430,SP,34851,39298,41318,0
13431,SP,165484,189186,207610,0
13432,SP,36120,37347,37910,0
13433,SP,27981,31105,35674,0
13434,SP,76816,96081,110562,0
13435,SP,11358,11655,12799,0
13436,SP,1936,2171,2808,0
13437,SP,7710,9112,11309,0
13438,SP,5188,5443,6004,0
13439,SP,8588,8360,8612,0
13440,SP,26913,28772,28804,0
13441,SP,4008,4047,3873,0
13442,SP,14963,16998,18494,0
13443,SP,4774,4742,7323,0
13444,SP,48953,53752,54261,0
13445,SP,4407,5584,6587,0
13446,SP,10329,11246,12135,0
13447,SP,19278,21231,18269,0
13448,SP,3229,3881,4273,0
13449,SP,3606,4497,4446,0
13450,SP,22079,22971,22662,0
13451,SP,85085,104508,113068,0
13452,SP,9399,7192,6163,0
13453,SP,2897,3325,3436,0
13454,SP,10356,10330,10414,0
13455,SP,11169,10255,9935,0
13456,SP,138243,168218,186253,0
13457,SP,19104,23494,29501,0
13458,SP,29901,37091,43974,0
13459,SP,7760,8560,10575,0
13460,SP,6217,8577,9599,0
13461,SP,2639,2337,2729,0
13462,SP,2236,2615,2862,0
13463,SP,4571,4951,5217,0
13464,SP,2653,2439,2395,0
13465,SP,3758,4563,5451,0
13466,SP,7632,9325,10568,0
13467,SP,11359,14357,15635,0
13468,SP,4462,4401,4818,0
13469,SP,72333,93159,105516,0
13470,SP,25344,35072,40132,0
13471,SP,7678,8444,8787,0
13472,SP,2403,3089,3699,0
13473,SP,12615,13449,14333,0
13474,SP,5870,5586,5723,0
13475,SP,145266,170078,180009,0
13476,SP,10306,13010,13763,0
13477,SP,2497,2123,2084,0
13478,SP,2937,3531,4002,0
13479,SP,21819,25556,29932,0
13480,SP,5613,5741,5568,0
13481,SP,23110,26512,29239,0
13482,SP,10485,15906,21634,0
13483,SP,37975,43740,50453,0
13484,SP,6284,7853,8248,0
13485,SP,4303,4673,5413,0
13486,SP,2982,2803,2831,0
13487,SP,2365,1894,1641,0
13488,SP,37762,74828,108813,0
13489,SP,3487,2695,2543,0
13490,SP,24124,26138,26478,0
13491,SP,19195,21435,23862,0
13492,SP,616991,649331,676407,0
13493,SP,5155,5764,6304,0
13494,SP,14327,18124,20650,0
13495,SP,5687,6154,5943,0
13496,SP,5355,6328,6486,0
13497,SP,2222,2526,2803,0
13498,SP,3845,3816,4277,0
13499,SP,8695,10355,10468,0
13500,SP,566893,703177,765463,0
13501,SP,149519,140159,149263,0
13502,SP,158221,192998,221950,0
13503,SP,69148,77387,83639,0
13504,SP,2791,2660,2566,0
13505,SP,2814,2180,2103,0
13506,SP,35964,41587,46512,0
13507,SP,7119,8075,8406,0
13508,SP,3933,4143,4077,0
13509,SP,44579,50077,51900,0
13510,SP,442370,539313,629921,0
13511,SP,9922,10429,10397,0
13512,SP,25382,30798,31450,0
13513,SP,9646185,10434252,11253503,0
13514,SP,20176,27897,31662,0
13515,SP,7038,6888,7198,0
13516,SP,33890,58038,73942,0
13517,SP,11810,12454,12099,0
13518,SP,11987,13675,14346,0
13519,SP,268618,303551,332445,0
13520,SP,6477,7805,9027,0
13521,SP,3023,3739,3622,0
13522,SP,2516,2546,3031,0
13523,SP,6172,7446,11256,0
13524,SP,23219,32603,38878,0
13525,SP,21704,23851,26387,0
13526,SP,78776,94664,110074,0
13527,SP,12527,13714,13005,0
13528,SP,10280,13605,15501,0
13529,SP,4914,5378,5792,0
13530,SP,30763,32704,36686,0
13531,SP,379006,493468,586625,0
13532,SP,7205,7365,7435,0
13533,SP,158839,228690,262480,0
13534,SP,10793,12990,14686,0
13535,SP,160084,197644,244528,0
13536,SP,4750,5221,5714,0
13537,SP,6428,7468,10828,0
13538,SP,5015,5619,5894,0
13539,SP,5218,5506,5447,0
13540,SP,19857,22258,22406,0
13541,SP,21513,22587,24055,0
13542,SP,5734,8570,8012,0
13543,SP,11799,12942,12737,0
13544,SP,46922,52065,53988,0
13545,SP,18537,21982,22291,0
13546,SP,4714,5786,6607,0
13547,SP,206965,244165,278686,0
13548,SP,4732,5336,4809,0
13549,SP,6635,7752,8505,0
13550,SP,2850,2731,2646,0
13551,SP,7503,8837,9330,0
13552,SP,27572,34823,40984,0
13553,SP,14045,13286,14269,0
13554,SP,2750,2366,1978,0
13555,SP,47398,66861,78801,0
13556,SP,4191,4156,4427,0
13557,SP,8335,9035,9471,0
13558,SP,1320,1354,1599,0
13559,SP,1349,1404,1251,0
13560,SP,11011,11833,12714,0
13561,SP,5905,8605,11036,0
13562,SP,67886,82973,106793,0
13563,SP,16550,18574,22576,0
13564,SP,30952,36302,39266,0
13565,SP,15870,32683,42997,0
13566,SP,68921,92800,107089,0
13567,SP,11042,11085,10769,0
13568,SP,33612,47215,63611,0
13569,SP,13091,15962,17297,0
13570,SP,3614,4754,6886,0
13571,SP,80728,95925,108809,0
14001,PR,10238,8259,7764,0
14002,PR,8935,7007,6376,0
14003,PR,6076,7221,8270,0
14004,PR,66159,108686,128047,0
14005,PR,7437,6999,4306,0
14006,PR,24589,19230,20516,0
14007,PR,12047,12717,13663,0
14008,PR,17229,14650,13388,0
14009,PR,9685,9253,10283,0
14010,PR,3948,4655,5443,0
14011,PR,13213,15623,17308,0
14012,PR,22813,21069,21420,0
14013,PR,19584,21663,20610,0
14014,PR,5691,6438,6841,0
14015,PR,17070,19174,18891,0
14016,PR,7733,7407,7351,0
14017,PR,95064,107827,120919,0
14018,PR,64556,85428,104150,0
14019,PR,20603,23884,25855,0
14020,PR,45564,39325,37830,0
14021,PR,12387,13081,13419,0
14022,PR,61889,94258,119123,0
14023,PR,20325,18045,16354,0
14024,PR,39737,33317,33025,0
14025,PR,22458,23637,24698,0
14026,PR,4129,4015,3913,0
14027,PR,7515,10153,11300,0
14028,PR,34310,33732,32184,0
14029,PR,18389,14110,12656,0
14030,PR,14692,13425,13531,0
14031,PR,3151,2723,2727,0
14032,PR,20859,18117,16334,0
14033,PR,15098,15031,15079,0
14034,PR,12852,15733,15880,0
14035,PR,6954,5162,4568,0
14036,PR,40267,39487,43221,0
14037,PR,64514,60776,54510,0
14038,PR,10370,8423,7911,0
14039,PR,10657,12661,17243,0
14040,PR,7116,6173,6561,0
14041,PR,55675,65626,75663,0
14042,PR,11481,9453,7878,0
14043,PR,8069,6191,5735,0
14044,PR,2398,2485,2695,0
14045,PR,8093,11143,14662,0
14046,PR,26032,21093,19271,0
14047,PR,7329,7678,8069,0
14048,PR,21343,22740,23886,0
14049,PR,73842,88186,96733,0
14050,PR,9793,9554,10063,0
14051,PR,20506,17018,15394,0
14052,PR,159634,180089,191807,0
14053,PR,19343,34566,38769,0
14054,PR,5059,5128,4407,0
14055,PR,5241,6335,7125,0
14056,PR,72523,92782,112377,0
14057,PR,82318,84439,90666,0
14058,PR,21607,18795,16655,0
14059,PR,25497,26555,25436,0
14060,PR,19368,18239,18526,0
14061,PR,17843,18503,18895,0
14062,PR,64058,78441,86247,0
14063,PR,12357,13305,13706,0
14064,PR,192990,245369,286205,0
14065,PR,9821,10421,10202,0
